Location	Name	ID	Count	Slots
Bank12-Slot29	Faded Restless Velium Wrist Armor	166049	1	6
Bank12-Slot29-Slot1	Empty	0	0	0
Bank12-Slot29-Slot2	Empty	0	0	0
Bank12-Slot29-Slot3	Empty	0	0	0
Bank12-Slot29-Slot4	Empty	0	0	0
Bank12-Slot29-Slot5	Empty	0	0	0
Bank12-Slot29-Slot6	Empty	0	0	0
Bank12-Slot30	Faded Restless Velium Wrist Armor	166049	1	6
Bank12-Slot30-Slot1	Empty	0	0	0
Bank12-Slot30-Slot2	Empty	0	0	0
Bank12-Slot30-Slot3	Empty	0	0	0
Bank12-Slot30-Slot4	Empty	0	0	0
Bank12-Slot30-Slot5	Empty	0	0	0
Bank12-Slot30-Slot6	Empty	0	0	0
Bank12-Slot31	Faded Restless Velium Arms Armor	166053	1	6
Bank12-Slot31-Slot1	Empty	0	0	0
Bank12-Slot31-Slot2	Empty	0	0	0
Bank12-Slot31-Slot3	Empty	0	0	0
Bank12-Slot31-Slot4	Empty	0	0	0
Bank12-Slot31-Slot5	Empty	0	0	0
Bank12-Slot31-Slot6	Empty	0	0	0
Bank12-Slot32	Faded Restless Velium Head Armor	166052	1	6
Bank12-Slot32-Slot1	Empty	0	0	0
Bank12-Slot32-Slot2	Empty	0	0	0
Bank12-Slot32-Slot3	Empty	0	0	0
Bank12-Slot32-Slot4	Empty	0	0	0
Bank12-Slot32-Slot5	Empty	0	0	0
Bank12-Slot32-Slot6	Empty	0	0	0
Bank12-Slot33	Faded Restless Velium Chest Armor	166055	1	6
Bank12-Slot33-Slot1	Empty	0	0	0
Bank12-Slot33-Slot2	Empty	0	0	0
Bank12-Slot33-Slot3	Empty	0	0	0
Bank12-Slot33-Slot4	Empty	0	0	0
Bank12-Slot33-Slot5	Empty	0	0	0
Bank12-Slot33-Slot6	Empty	0	0	0
Bank12-Slot34	Faded Restless Velium Hands Armor	166050	1	6
Bank12-Slot34-Slot1	Empty	0	0	0
Bank12-Slot34-Slot2	Empty	0	0	0
Bank12-Slot34-Slot3	Empty	0	0	0
Bank12-Slot34-Slot4	Empty	0	0	0
Bank12-Slot34-Slot5	Empty	0	0	0
Bank12-Slot34-Slot6	Empty	0	0	0
Bank12-Slot35	Restless Velium Powder	166020	138	6
Bank12-Slot36	Velium Empowerment Medium	164429	16	6
Bank12-Slot37	Prize: Dragon Brood Crypt Key	110345	1	6
Bank12-Slot38	Empty	0	0	0
Bank12-Slot39	Empty	0	0	0
Bank12-Slot40	Empty	0	0	0
Bank13	Satchel of the Veilslayer	64185	1	38
Bank13-Slot1	Blood-Soaked Mask of Adroitness	166442	1	6
Bank13-Slot1-Slot1	Empty	0	0	0
Bank13-Slot1-Slot2	Empty	0	0	0
Bank13-Slot1-Slot3	Empty	0	0	0
Bank13-Slot2	Blood-Soaked Mask of Brilliance	166441	1	6
Bank13-Slot2-Slot1	Empty	0	0	0
Bank13-Slot2-Slot2	Empty	0	0	0
Bank13-Slot2-Slot3	Empty	0	0	0
Bank13-Slot3	Guardian's Blood-Soaked Mask	166440	1	6
Bank13-Slot3-Slot1	Empty	0	0	0
Bank13-Slot3-Slot2	Empty	0	0	0
Bank13-Slot3-Slot3	Empty	0	0	0
Bank13-Slot4	Blood-Soaked Necklace of Security	166444	1	6
Bank13-Slot4-Slot1	Empty	0	0	0
Bank13-Slot4-Slot2	Empty	0	0	0
Bank13-Slot4-Slot3	Empty	0	0	0
Bank13-Slot5	Blood-Soaked Earring of Adroitness	166439	1	6
Bank13-Slot5-Slot1	Empty	0	0	0
Bank13-Slot5-Slot2	Empty	0	0	0
Bank13-Slot5-Slot3	Empty	0	0	0
Bank13-Slot6	Blood-Soaked Earring of Brilliance	166438	1	6
Bank13-Slot6-Slot1	Empty	0	0	0
Bank13-Slot6-Slot2	Empty	0	0	0
Bank13-Slot6-Slot3	Empty	0	0	0
Bank13-Slot7	Blood-Soaked Earring of Vigor	166437	1	6
Bank13-Slot7-Slot1	Empty	0	0	0
Bank13-Slot7-Slot2	Empty	0	0	0
Bank13-Slot7-Slot3	Empty	0	0	0
Bank13-Slot8	Summoner's Blood-Soaked Earring	166436	1	6
Bank13-Slot8-Slot1	Empty	0	0	0
Bank13-Slot8-Slot2	Empty	0	0	0
Bank13-Slot8-Slot3	Empty	0	0	0
Bank13-Slot9	Blood-Soaked Amice of Vigor	166446	1	6
Bank13-Slot9-Slot1	Empty	0	0	0
Bank13-Slot9-Slot2	Empty	0	0	0
Bank13-Slot9-Slot3	Empty	0	0	0
Bank13-Slot10	Blood-Soaked Amice of Adroitness	166448	1	6
Bank13-Slot10-Slot1	Empty	0	0	0
Bank13-Slot10-Slot2	Empty	0	0	0
Bank13-Slot10-Slot3	Empty	0	0	0
Bank13-Slot11	Blood-Soaked Ring of Vigor	166455	1	6
Bank13-Slot11-Slot1	Empty	0	0	0
Bank13-Slot11-Slot2	Empty	0	0	0
Bank13-Slot11-Slot3	Empty	0	0	0
Bank13-Slot12	Blood-Soaked Ring of Adroitness	166457	1	6
Bank13-Slot12-Slot1	Empty	0	0	0
Bank13-Slot12-Slot2	Empty	0	0	0
Bank13-Slot12-Slot3	Empty	0	0	0
Bank13-Slot13	Blood-Soaked Ring of Brilliance	166456	1	6
Bank13-Slot13-Slot1	Empty	0	0	0
Bank13-Slot13-Slot2	Empty	0	0	0
Bank13-Slot13-Slot3	Empty	0	0	0
Bank13-Slot14	Blood-Soaked Belt of Adroitness	166460	1	6
Bank13-Slot14-Slot1	Empty	0	0	0
Bank13-Slot14-Slot2	Empty	0	0	0
Bank13-Slot14-Slot3	Empty	0	0	0
Bank13-Slot15	Blood-Soaked Belt of Vigor	166458	1	6
Bank13-Slot15-Slot1	Empty	0	0	0
Bank13-Slot15-Slot2	Empty	0	0	0
Bank13-Slot15-Slot3	Empty	0	0	0
Bank13-Slot16	Blood-Soaked Belt of Brilliance	166459	1	6
Bank13-Slot16-Slot1	Empty	0	0	0
Bank13-Slot16-Slot2	Empty	0	0	0
Bank13-Slot16-Slot3	Empty	0	0	0
Bank13-Slot17	Blood-Soaked Cloak of Security	166449	1	6
Bank13-Slot17-Slot1	Empty	0	0	0
Bank13-Slot17-Slot2	Empty	0	0	0
Bank13-Slot17-Slot3	Empty	0	0	0
Bank13-Slot18	Blood-Soaked Charm of Security	166463	1	6
Bank13-Slot18-Slot1	Empty	0	0	0
Bank13-Slot18-Slot2	Empty	0	0	0
Bank13-Slot18-Slot3	Empty	0	0	0
Bank13-Slot18-Slot4	Empty	0	0	0
Bank13-Slot19	Blood-Soaked Idol of Vigor	166452	1	6
Bank13-Slot19-Slot1	Empty	0	0	0
Bank13-Slot19-Slot2	Empty	0	0	0
Bank13-Slot19-Slot3	Empty	0	0	0
Bank13-Slot20	Blood-Soaked Tower Shield	166464	1	6
Bank13-Slot20-Slot1	Empty	0	0	0
Bank13-Slot20-Slot2	Empty	0	0	0
Bank13-Slot20-Slot3	Empty	0	0	0
Bank13-Slot20-Slot4	Empty	0	0	0
Bank13-Slot21	Blood-Soaked Kite Shield	166466	1	6
Bank13-Slot21-Slot1	Empty	0	0	0
Bank13-Slot21-Slot2	Empty	0	0	0
Bank13-Slot21-Slot3	Empty	0	0	0
Bank13-Slot21-Slot4	Empty	0	0	0
Bank13-Slot22	Blood-Soaked Katar	166475	1	6
Bank13-Slot22-Slot1	Empty	0	0	0
Bank13-Slot22-Slot2	Empty	0	0	0
Bank13-Slot23	Blood-Soaked Baton	166476	1	6
Bank13-Slot23-Slot1	Empty	0	0	0
Bank13-Slot23-Slot2	Empty	0	0	0
Bank13-Slot24	Blood-Soaked Compound Bow	166489	1	6
Bank13-Slot24-Slot1	Empty	0	0	0
Bank13-Slot24-Slot2	Empty	0	0	0
Bank13-Slot24-Slot3	Empty	0	0	0
Bank13-Slot24-Slot4	Empty	0	0	0
Bank13-Slot24-Slot5	Empty	0	0	0
Bank13-Slot25	Blood-Soaked War Hammer	166474	1	6
Bank13-Slot25-Slot1	Empty	0	0	0
Bank13-Slot25-Slot2	Empty	0	0	0
Bank13-Slot26	Blood-Soaked Broadsword	166473	1	6
Bank13-Slot26-Slot1	Empty	0	0	0
Bank13-Slot26-Slot2	Empty	0	0	0
Bank13-Slot27	Blood-Soaked Flanged Mace	166479	1	6
Bank13-Slot27-Slot1	Empty	0	0	0
Bank13-Slot27-Slot2	Empty	0	0	0
Bank13-Slot28	Blood-Soaked Great Mace	166483	1	6
Bank13-Slot28-Slot1	Empty	0	0	0
Bank13-Slot28-Slot2	Empty	0	0	0
Bank13-Slot28-Slot3	Empty	0	0	0
Bank13-Slot29	Blood-Soaked Sword	166467	1	6
Bank13-Slot29-Slot1	Empty	0	0	0
Bank13-Slot29-Slot2	Empty	0	0	0
Bank13-Slot30	Blood-Soaked Foil	166477	1	6
Bank13-Slot30-Slot1	Empty	0	0	0
Bank13-Slot30-Slot2	Empty	0	0	0
Bank13-Slot31	Blood-Soaked Claymore	166485	1	6
Bank13-Slot31-Slot1	Empty	0	0	0
Bank13-Slot31-Slot2	Empty	0	0	0
Bank13-Slot31-Slot3	Empty	0	0	0
Bank13-Slot32	Blood-Soaked Arcane Staff	166488	1	6
Bank13-Slot32-Slot1	Empty	0	0	0
Bank13-Slot32-Slot2	Empty	0	0	0
Bank13-Slot32-Slot3	Empty	0	0	0
Bank13-Slot32-Slot4	Empty	0	0	0
Bank13-Slot32-Slot5	Empty	0	0	0
Bank13-Slot33	Blood-Soaked Athame	166480	1	6
Bank13-Slot33-Slot1	Empty	0	0	0
Bank13-Slot33-Slot2	Empty	0	0	0
Bank13-Slot34	Blood-Soaked Great Axe	166482	1	6
Bank13-Slot34-Slot1	Empty	0	0	0
Bank13-Slot34-Slot2	Empty	0	0	0
Bank13-Slot34-Slot3	Empty	0	0	0
Bank13-Slot35	Blood-Soaked Mace	166470	1	6
Bank13-Slot35-Slot1	Empty	0	0	0
Bank13-Slot35-Slot2	Empty	0	0	0
Bank13-Slot36	Blood-Soaked Knife	166471	1	6
Bank13-Slot36-Slot1	Empty	0	0	0
Bank13-Slot36-Slot2	Empty	0	0	0
Bank13-Slot37	Blood-Soaked Hammer	166469	1	6
Bank13-Slot37-Slot1	Empty	0	0	0
Bank13-Slot37-Slot2	Empty	0	0	0
Bank13-Slot38	Blood-Soaked Hooked Knife	166472	1	6
Bank13-Slot38-Slot1	Empty	0	0	0
Bank13-Slot38-Slot2	Empty	0	0	0
Bank14	Scuffed Journeyman's Pocketed Rucksack	54448	1	32
Bank14-Slot1	Guardian's Pauldron	148917	1	6
Bank14-Slot1-Slot1	Empty	0	0	0
Bank14-Slot1-Slot2	Empty	0	0	0
Bank14-Slot1-Slot3	Empty	0	0	0
Bank14-Slot2	Skycutter	148945	1	6
Bank14-Slot2-Slot1	Empty	0	0	0
Bank14-Slot2-Slot2	Empty	0	0	0
Bank14-Slot3	Skyripper	148952	1	6
Bank14-Slot3-Slot1	Empty	0	0	0
Bank14-Slot3-Slot2	Empty	0	0	0
Bank14-Slot4	Skycleaver	148957	1	6
Bank14-Slot4-Slot1	Empty	0	0	0
Bank14-Slot4-Slot2	Empty	0	0	0
Bank14-Slot4-Slot3	Empty	0	0	0
Bank14-Slot5	Skylance	148963	1	6
Bank14-Slot5-Slot1	Empty	0	0	0
Bank14-Slot5-Slot2	Empty	0	0	0
Bank14-Slot5-Slot3	Empty	0	0	0
Bank14-Slot5-Slot4	Empty	0	0	0
Bank14-Slot5-Slot5	Empty	0	0	0
Bank14-Slot6	Skypiercer	148949	1	6
Bank14-Slot6-Slot1	Empty	0	0	0
Bank14-Slot6-Slot2	Empty	0	0	0
Bank14-Slot7	Sky Hammer	160161	1	6
Bank14-Slot7-Slot1	Empty	0	0	0
Bank14-Slot7-Slot2	Empty	0	0	0
Bank14-Slot7-Slot3	Empty	0	0	0
Bank14-Slot8	Skymaul	148962	1	6
Bank14-Slot8-Slot1	Empty	0	0	0
Bank14-Slot8-Slot2	Empty	0	0	0
Bank14-Slot8-Slot3	Empty	0	0	0
Bank14-Slot8-Slot4	Empty	0	0	0
Bank14-Slot8-Slot5	Empty	0	0	0
Bank14-Slot9	Skybreaker	148951	1	6
Bank14-Slot9-Slot1	Empty	0	0	0
Bank14-Slot9-Slot2	Empty	0	0	0
Bank14-Slot10	Skycrusher	148947	1	6
Bank14-Slot10-Slot1	Empty	0	0	0
Bank14-Slot10-Slot2	Empty	0	0	0
Bank14-Slot11	Shaded Specie	165193	1000	6
Bank14-Slot12	Shaded Specie	165193	1000	6
Bank14-Slot13	Shaded Specie	165193	1000	6
Bank14-Slot14	Shaded Specie	165193	1000	6
Bank14-Slot15	Shaded Specie	165193	1000	6
Bank14-Slot16	Shaded Specie	165193	1000	6
Bank14-Slot17	Shaded Specie	165193	1000	6
Bank14-Slot18	Shaded Specie	165193	1000	6
Bank14-Slot19	Shaded Specie	165193	1000	6
Bank14-Slot20	Shaded Specie	165193	1000	6
Bank14-Slot21	Shaded Specie	165193	500	6
Bank14-Slot22	Tegi Contemplation Sphere	169166	1	6
Bank14-Slot23	Humongous Corrupted Pincer	169369	1	6
Bank14-Slot24	Grisly Skull of Might	169368	1	6
Bank14-Slot25	Performer's Lucky Charm	169371	1	6
Bank14-Slot26	Jovial Jharin Jingle	169167	1	6
Bank14-Slot27	Smoldering Core of Radir	169169	1	6
Bank14-Slot28	Phantasmal Luclinite Gem of Vigor	169570	1	6
Bank14-Slot29	Phantasmal Luclinite Gem of Security	169573	1	6
Bank14-Slot30	Phantasmal Luclinite Gem of Adroitness	169571	1	6
Bank14-Slot31	Ossified Eye of the Eelworm	169378	1	6
Bank14-Slot32	Stone of Unified Spirits	169376	1	6
Bank15	Satchel of the Dreamslayer	52084	1	34
Bank15-Slot1	Captured Essence of Ethernere	90499	1	6
Bank15-Slot2	Captured Essence of Ethernere	90499	1	6
Bank15-Slot3	Captured Essence of Ethernere	90499	1	6
Bank15-Slot4	Captured Essence of Ethernere	90499	1	6
Bank15-Slot5	Captured Essence of Ethernere	90499	1	6
Bank15-Slot6	Captured Essence of Ethernere	90499	1	6
Bank15-Slot7	Captured Essence of Ethernere	90499	1	6
Bank15-Slot8	Metamorph Totem: Albino Rat	72268	1	6
Bank15-Slot9	Tome of Manipulation	94656	1	6
Bank15-Slot10	Ghostrider's Bridle	39342	1	6
Bank15-Slot10-Slot1	Empty	0	0	0
Bank15-Slot11	Painting: Drunder, the Fortress of Zek	154737	1	6
Bank15-Slot12	Prize: Metamorph Totem: Turepta	119846	1	6
Bank15-Slot13	Empty	0	0	0
Bank15-Slot14	Empty	0	0	0
Bank15-Slot15	Perfected Augmentation Distiller	52023	70	6
Bank15-Slot16	Ossified Bloodied Ore	166327	13	6
Bank15-Slot17	Crystallized Restless Ore	166140	18	6
Bank15-Slot18	Crystallized Velium Ore	163651	35	6
Bank15-Slot19	Empty	0	0	0
Bank15-Slot20	Empty	0	0	0
Bank15-Slot21	Prize: Idol of the Fallen	119798	1	6
Bank15-Slot22	Trophy of Filth	71279	1	6
Bank15-Slot23	Trophy of the Unspoken	71282	1	6
Bank15-Slot24	Trophy of Grelleth	71286	1	6
Bank15-Slot25	Trophy of the Fist	71280	1	6
Bank15-Slot26	Empty	0	0	0
Bank15-Slot27	Empty	0	0	0
Bank15-Slot28	Fabled Shrunken Goblin Skull Earring	82744	1	6
Bank15-Slot28-Slot1	Empty	0	0	0
Bank15-Slot29	Shabby Tent Cloth	150645	1	6
Bank15-Slot30	Tattered Tent Cloth	150643	1	6
Bank15-Slot31	Worn Tent Pole	150648	1	6
Bank15-Slot32	Shabby Tent Rope	150647	1	6
Bank15-Slot33	Ragged Tent Cloth	150646	1	6
Bank15-Slot34	Battered Tent Cloth	150644	1	6
Bank16	Caravan Satchel	147414	1	36
Bank16-Slot1	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot2	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot3	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot4	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot5	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot6	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot7	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot8	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot9	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot10	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot11	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot12	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot13	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot14	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot15	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot16	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot17	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot18	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot19	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot20	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot21	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot22	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot23	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot24	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot25	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot26	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot27	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot28	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot29	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot30	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot31	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot32	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot33	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot34	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot35	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank16-Slot36	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank17	Traveler's Rucksack	54262	1	24
Bank17-Slot1	Apparitional Belt Buckle	159874	1	6
Bank17-Slot2	Apparitional Ring Polishing Cloth	159873	1	6
Bank17-Slot3	Apparitional Ring Polishing Cloth	159873	1	6
Bank17-Slot4	Apparitional Earring Clasp	159867	1	6
Bank17-Slot5	Apparitional Earring Clasp	159867	1	6
Bank17-Slot6	Apparitional Cloak Fastener	159871	1	6
Bank17-Slot7	Apparitional Idol Polishing Cloth	159872	1	6
Bank17-Slot8	Apparitional String Serving	159883	1	6
Bank17-Slot9	Apparitional Shield Enarmes	159880	1	6
Bank17-Slot10	Apparitional Essence of Finesse	159881	1	6
Bank17-Slot11	Apparitional Essence of Finesse	159881	1	6
Bank17-Slot12	Apparitional Essence of Power	159882	1	6
Bank17-Slot13	Lingering Essence of Cazic-Thule	81286	1	6
Bank17-Slot14	Ancient Cloak of Flames	81807	1	6
Bank17-Slot14-Slot1	Empty	0	0	0
Bank17-Slot14-Slot2	Empty	0	0	0
Bank17-Slot15	Fabled Ball of Golem Clay	42923	1	6
Bank17-Slot16	Terror's Juju	132817	1	6
Bank17-Slot17	Luclinite Horde Cube	67440	1	6
Bank17-Slot18	Fabled Circlet of Disguise	34139	1	6
Bank17-Slot18-Slot1	Empty	0	0	0
Bank17-Slot18-Slot2	Empty	0	0	0
Bank17-Slot19	Arx Key	3650	1	6
Bank17-Slot20	Fisherman's Companion	29175	1	6
Bank17-Slot21	Empty	0	0	0
Bank17-Slot22	Empty	0	0	0
Bank17-Slot23	Empty	0	0	0
Bank17-Slot24	Empty	0	0	0
Bank18	Careworn Case	148779	1	40
Bank18-Slot1	Guardian's Spiritually Faded Luclinite Mask	159760	1	2
Bank18-Slot1-Slot1	Empty	0	0	0
Bank18-Slot1-Slot2	Empty	0	0	0
Bank18-Slot2	Spiritually Faded Luclinite Mask of Adroitness	159761	1	2
Bank18-Slot2-Slot1	Empty	0	0	0
Bank18-Slot2-Slot2	Empty	0	0	0
Bank18-Slot3	Spiritually Faded Luclinite Mask of Brilliance	159762	1	2
Bank18-Slot3-Slot1	Empty	0	0	0
Bank18-Slot3-Slot2	Empty	0	0	0
Bank18-Slot4	Spiritually Faded Luclinite Earring of Adroitness	159758	1	2
Bank18-Slot4-Slot1	Empty	0	0	0
Bank18-Slot4-Slot2	Empty	0	0	0
Bank18-Slot5	Spiritually Faded Luclinite Earring of Brilliance	159759	1	2
Bank18-Slot5-Slot1	Empty	0	0	0
Bank18-Slot5-Slot2	Empty	0	0	0
Bank18-Slot6	Spiritually Faded Luclinite Earring of Vigor	159757	1	2
Bank18-Slot6-Slot1	Empty	0	0	0
Bank18-Slot6-Slot2	Empty	0	0	0
Bank18-Slot7	Summoner's Spiritually Faded Luclinite Earring	159756	1	2
Bank18-Slot7-Slot1	Empty	0	0	0
Bank18-Slot7-Slot2	Empty	0	0	0
Bank18-Slot8	Spiritually Faded Luclinite Ring of Adroitness	159775	1	2
Bank18-Slot8-Slot1	Empty	0	0	0
Bank18-Slot8-Slot2	Empty	0	0	0
Bank18-Slot9	Spiritually Faded Luclinite Ring of Vigor	159776	1	2
Bank18-Slot9-Slot1	Empty	0	0	0
Bank18-Slot9-Slot2	Empty	0	0	0
Bank18-Slot10	Spiritually Faded Luclinite Ring of Brilliance	159777	1	2
Bank18-Slot10-Slot1	Empty	0	0	0
Bank18-Slot10-Slot2	Empty	0	0	0
Bank18-Slot11	Spiritually Faded Luclinite Necklace of Security	159763	1	2
Bank18-Slot11-Slot1	Empty	0	0	0
Bank18-Slot11-Slot2	Empty	0	0	0
Bank18-Slot12	Spiritually Faded Luclinite Necklace of Vigor	159765	1	2
Bank18-Slot12-Slot1	Empty	0	0	0
Bank18-Slot12-Slot2	Empty	0	0	0
Bank18-Slot13	Spiritually Faded Luclinite Necklace of Adroitness	159764	1	2
Bank18-Slot13-Slot1	Empty	0	0	0
Bank18-Slot13-Slot2	Empty	0	0	0
Bank18-Slot14	Spiritually Faded Luclinite Amice of Vigor	159767	1	2
Bank18-Slot14-Slot1	Empty	0	0	0
Bank18-Slot14-Slot2	Empty	0	0	0
Bank18-Slot15	Spiritually Faded Luclinite Amice of Brilliance	159768	1	2
Bank18-Slot15-Slot1	Empty	0	0	0
Bank18-Slot15-Slot2	Empty	0	0	0
Bank18-Slot16	Spiritually Faded Luclinite Amice of Adroitness	159766	1	2
Bank18-Slot16-Slot1	Empty	0	0	0
Bank18-Slot16-Slot2	Empty	0	0	0
Bank18-Slot17	Spiritually Faded Luclinite Cloak of Brilliance	159769	1	2
Bank18-Slot17-Slot1	Empty	0	0	0
Bank18-Slot17-Slot2	Empty	0	0	0
Bank18-Slot18	Spiritually Faded Luclinite Cloak of Security	159771	1	2
Bank18-Slot18-Slot1	Empty	0	0	0
Bank18-Slot18-Slot2	Empty	0	0	0
Bank18-Slot19	Spiritually Faded Luclinite Cloak of Adroitness	159770	1	2
Bank18-Slot19-Slot1	Empty	0	0	0
Bank18-Slot19-Slot2	Empty	0	0	0
Bank18-Slot20	Spiritually Faded Luclinite Charm of Security	159783	1	2
Bank18-Slot20-Slot1	Empty	0	0	0
Bank18-Slot20-Slot2	Empty	0	0	0
Bank18-Slot21	Spiritually Faded Luclinite Belt of Brilliance	159779	1	2
Bank18-Slot21-Slot1	Empty	0	0	0
Bank18-Slot21-Slot2	Empty	0	0	0
Bank18-Slot22	Spiritually Faded Luclinite Belt of Vigor	159778	1	2
Bank18-Slot22-Slot1	Empty	0	0	0
Bank18-Slot22-Slot2	Empty	0	0	0
Bank18-Slot23	Spiritually Faded Luclinite Belt of Adroitness	159780	1	2
Bank18-Slot23-Slot1	Empty	0	0	0
Bank18-Slot23-Slot2	Empty	0	0	0
Bank18-Slot24	Spiritually Faded Luclinite Idol of Brilliance	159772	1	2
Bank18-Slot24-Slot1	Empty	0	0	0
Bank18-Slot24-Slot2	Empty	0	0	0
Bank18-Slot25	Spiritually Faded Luclinite Idol of Adroitness	159773	1	2
Bank18-Slot25-Slot1	Empty	0	0	0
Bank18-Slot25-Slot2	Empty	0	0	0
Bank18-Slot26	Spiritually Faded Luclinite Idol of Vigor	159774	1	2
Bank18-Slot26-Slot1	Empty	0	0	0
Bank18-Slot26-Slot2	Empty	0	0	0
Bank18-Slot27	Spiritually Faded Luclinite Feet Armor	159751	1	6
Bank18-Slot27-Slot1	Empty	0	0	0
Bank18-Slot27-Slot2	Empty	0	0	0
Bank18-Slot27-Slot3	Empty	0	0	0
Bank18-Slot27-Slot4	Empty	0	0	0
Bank18-Slot27-Slot5	Empty	0	0	0
Bank18-Slot27-Slot6	Empty	0	0	0
Bank18-Slot28	Spiritually Faded Luclinite Legs Armor	159754	1	6
Bank18-Slot28-Slot1	Empty	0	0	0
Bank18-Slot28-Slot2	Empty	0	0	0
Bank18-Slot28-Slot3	Empty	0	0	0
Bank18-Slot28-Slot4	Empty	0	0	0
Bank18-Slot28-Slot5	Empty	0	0	0
Bank18-Slot28-Slot6	Empty	0	0	0
Bank18-Slot29	Spiritually Faded Luclinite Wrist Armor	159749	1	6
Bank18-Slot29-Slot1	Empty	0	0	0
Bank18-Slot29-Slot2	Empty	0	0	0
Bank18-Slot29-Slot3	Empty	0	0	0
Bank18-Slot29-Slot4	Empty	0	0	0
Bank18-Slot29-Slot5	Empty	0	0	0
Bank18-Slot29-Slot6	Empty	0	0	0
Bank18-Slot30	Spiritually Faded Luclinite Wrist Armor	159749	1	6
Bank18-Slot30-Slot1	Empty	0	0	0
Bank18-Slot30-Slot2	Empty	0	0	0
Bank18-Slot30-Slot3	Empty	0	0	0
Bank18-Slot30-Slot4	Empty	0	0	0
Bank18-Slot30-Slot5	Empty	0	0	0
Bank18-Slot30-Slot6	Empty	0	0	0
Bank18-Slot31	Spiritually Faded Luclinite Arms Armor	159753	1	6
Bank18-Slot31-Slot1	Empty	0	0	0
Bank18-Slot31-Slot2	Empty	0	0	0
Bank18-Slot31-Slot3	Empty	0	0	0
Bank18-Slot31-Slot4	Empty	0	0	0
Bank18-Slot31-Slot5	Empty	0	0	0
Bank18-Slot31-Slot6	Empty	0	0	0
Bank18-Slot32	Spiritually Faded Luclinite Head Armor	159752	1	6
Bank18-Slot32-Slot1	Empty	0	0	0
Bank18-Slot32-Slot2	Empty	0	0	0
Bank18-Slot32-Slot3	Empty	0	0	0
Bank18-Slot32-Slot4	Empty	0	0	0
Bank18-Slot32-Slot5	Empty	0	0	0
Bank18-Slot32-Slot6	Empty	0	0	0
Bank18-Slot33	Spiritually Faded Luclinite Chest Armor	159755	1	6
Bank18-Slot33-Slot1	Empty	0	0	0
Bank18-Slot33-Slot2	Empty	0	0	0
Bank18-Slot33-Slot3	Empty	0	0	0
Bank18-Slot33-Slot4	Empty	0	0	0
Bank18-Slot33-Slot5	Empty	0	0	0
Bank18-Slot33-Slot6	Empty	0	0	0
Bank18-Slot34	Spiritually Faded Luclinite Hands Armor	159750	1	6
Bank18-Slot34-Slot1	Empty	0	0	0
Bank18-Slot34-Slot2	Empty	0	0	0
Bank18-Slot34-Slot3	Empty	0	0	0
Bank18-Slot34-Slot4	Empty	0	0	0
Bank18-Slot34-Slot5	Empty	0	0	0
Bank18-Slot34-Slot6	Empty	0	0	0
Bank18-Slot35	Luclinite Enduement Medium	166376	8	6
